chrom	start	stop
chr2	98666837	98666858
chr3	135402449	135402653
chr3	142765102	142765306
chr4	6941007	6941211
chr4	32351429	32351633
chr4	135876641	135876845
chr4	149469603	149469807
chr4	156022278	156022382
chr5	32458805	32459009
chr5	62778690	62778894
chr5	76951538	76951742
chr5	92083681	92083748
chr5	110230878	110231082
chr5	138155670	138155874
chr5	142367495	142367602
chr5	148501361	148501565
chr6	117900235	117900439
chr8	13686512	13686716
chr8	72277358	72277562
chr9	7872955	7873159
chr9	33060658	33060862
chr9	64824782	64824986
chr9	118040238	118040442
chr9	123754410	123754614
chr10	14115957	14116161
chr10	34282052	34282256
chr10	42860453	42860657
chr10	42862411	42862434
chr10	62340395	62340599
chr11	7145305	7145509
chr11	33938897	33939101
chr11	69682146	69682350
chr11	99155041	99155245
chr11	107443742	107443946
chr11	116782867	116783071
chr12	54567117	54567290
chr12	73201764	73201968
chr12	82189791	82189995
chr12	107047256	107047460
chr13	44819363	44819567
chr13	110564056	110564260
chr14	74949038	74949242
chr14	121366233	121366437
chr15	55854703	55854907
chr15	58135005	58135209
chr15	60111924	60112128
chr15	64185837	64186041
chr15	80582720	80582924
chr16	44735860	44735960
chr16	55838759	55838963
chr17	17004958	17005162
chr17	23598933	23599137
chr19	6399446	6399650
chr19	53944136	53944263
chr1	60977805	60978009
chr1	80416367	80416571
chr1	86064297	86064445
chr1	88475563	88475767
chr1	127306273	127306466
chr1	169531480	169531684
chr1	171280990	171281194
chr1	180850867	180851071
chr2	9681683	9681887
chr2	59469750	59469927
chr2	114145054	114145196
chr2	135891334	135891538
chr3	69177501	69177705
chr3	86999250	86999454
chr3	95511825	95512029
chr3	100562076	100562280
chr4	102517347	102517551
chr4	134734673	134734877
chr4	150558094	150558298
chr5	32713920	32713977
chr5	34660103	34660283
chr5	114897305	114897509
chr5	124075089	124075109
chr6	22424271	22424475
chr6	54737805	54738009
chr6	125483954	125484060
chr7	15922227	15922431
chr7	68250554	68250758
chr7	126377447	126377651
chr8	25596942	25597146
chr8	35597059	35597263
chr8	35633967	35634171
chr9	44772755	44772959
chr9	60999070	60999274
chr9	104063250	104063454
chr10	17775188	17775392
chr10	24754370	24754574
chr10	62792327	62792531
chr10	99416914	99417118
chr10	121316434	121316515
chr10	128626700	128626904
chr11	29547779	29547983
chr11	45852879	45853083
chr11	46436847	46437051
chr11	52299801	52300005
chr11	54568124	54568328
chr11	54955883	54956004
chr11	87426707	87426911
chr11	103697964	103698097
chr11	116433867	116434071
chr11	117319547	117319751
chr12	16008426	16008630
chr12	26401783	26401987
chr13	23698327	23698383
chr13	73740518	73740722
chr13	113794181	113794385
chr14	7774066	7774270
chr14	61056592	61056796
chr15	55557455	55557659
chr15	61440103	61440116
chr15	66512927	66513131
chr15	97825288	97825492
chr16	4558661	4558865
chr16	5049943	5050147
chr17	3081932	3082136
chr17	28217941	28218145
chr17	83654689	83654893
chr17	94749893	94750097
chr18	62164509	62164713
chr18	65414842	65415046
chr19	57093659	57093863
chrX	101639813	101640017
chrX	167102075	167102210
chr1	39714040	39714244
chr1	39936468	39936672
chr1	54913697	54913805
chr1	163403614	163403818
chr2	26352110	26352314
chr2	83993865	83994069
chr2	165878091	165878295
chr3	79253062	79253266
chr3	142560458	142560655
chr4	33247960	33248009
chr4	40781266	40781470
chr4	46584602	46584704
chr4	75278854	75279058
chr5	23787504	23787708
chr5	86086831	86087035
chr5	113771773	113771969
chr5	125465778	125465982
chr5	129887408	129887612
chr5	140208811	140209015
chr5	149015911	149016115
chr6	57824353	57824557
chr6	82921909	82922113
chr6	86645035	86645239
chr6	113237624	113237828
chr7	19665038	19665242
chr8	15027083	15027286
chr8	34756265	34756469
chr8	36178658	36178862
chr8	57427660	57427864
chr8	125667319	125667523
chr8	126867643	126867847
chr9	96395130	96395207
chr9	120030516	120030720
chr9	120054884	120055088
chr9	122128879	122128900
chr10	24640286	24640478
chr10	28668289	28668493
chr10	42888411	42888615
chr10	122800460	122800521
chr11	53763914	53764118
chr11	54533877	54534081
chr11	116377126	116377330
chr12	16133320	16133524
chr12	16170268	16170472
chr12	69257981	69258185
chr12	103341342	103341546
chr12	103443777	103443981
chr12	107721057	107721261
chr13	73703470	73703674
chr13	95521113	95521317
chr13	100650990	100651194
chr13	101719475	101719679
chr14	54617873	54618077
chr14	75769394	75769598
chr14	121898631	121898835
chr15	100706356	100706560
chr16	48771942	48772146
chr16	64836194	64836352
chr16	75903116	75903320
chr17	6778375	6778579
chr17	35415668	35415872
chr17	46870547	46870751
chr17	50525092	50525296
chr17	53650261	53650465
chr17	87974716	87974920
chr18	4295198	4295402
chr19	41829887	41830091
chr19	57072845	57073049
chrX	68678439	68678643
chr1	13593433	13593637
chr1	16688678	16688882
chr1	52374781	52374985
chr1	58797452	58797656
chr1	118459072	118459276
chr1	162207334	162207538
chr1	178318933	178319036
chr2	6379788	6379992
chr2	22774166	22774370
chr2	38536473	38536677
chr2	62394859	62395063
chr2	75703349	75703553
chr2	84504950	84505154
chr2	102867588	102867792
chr2	173409584	173409788
chr3	9865838	9866042
chr3	52634386	52634590
chr3	53463556	53463727
chr3	87846592	87846796
chr3	131019678	131019725
chr3	157946853	157947057
chr4	33988644	33988747
chr4	63385882	63386086
chr4	126202734	126202938
chr4	133879530	133879734
chr5	23432793	23432997
chr5	54101437	54101641
chr5	72161110	72161314
chr5	77130509	77130707
chr5	90224017	90224221
chr5	93267337	93267541
chr5	100429343	100429380
chr5	120578838	120579042
chr5	121545846	121546050
chr5	127617410	127617614
chr5	134332903	134333107
chr6	51470031	51470235
chr6	56704616	56704628
chr6	84617110	84617314
chr6	87041023	87041227
chr6	94690364	94690568
chr6	108835871	108836074
chr6	122810631	122810835
chr6	124375494	124375698
chr6	134898376	134898427
chr7	79466181	79466272
chr7	127876729	127876921
chr8	81503229	81503433
chr9	22650907	22651111
chr9	44954433	44954637
chr9	56465335	56465539
chr9	123509834	123510038
chr10	22731298	22731502
chr10	39171825	39172029
chr10	63231754	63231958
chr10	66864459	66864663
chr10	71361880	71362084
chr10	79097416	79097620
chr11	23846508	23846712
chr11	52341176	52341380
chr11	77519165	77519369
chr11	86828437	86828641
chr11	101645609	101645813
chr12	24593332	24593409
chr12	99322219	99322423
chr13	43453322	43453526
chr13	55327647	55327851
chr13	100866394	100866598
chr14	14068333	14068537
chr14	16365104	16365308
chr14	30951166	30951370
chr14	122009612	122009816
chr15	80711116	80711221
chr16	36666808	36667012
chr17	12779542	12779746
chr17	12783359	12783563
chr17	17294264	17294468
chr17	31223977	31224181
chr17	65929301	65929505
chr17	88581640	88581844
chr18	52465527	52465731
chrX	50874409	50874613
chr1	165718016	165718139
chr1	171788707	171788911
chr1	171939483	171939687
chr1	173491063	173491234
chr1	195131118	195131303
chr2	15054991	15055195
chr2	35132048	35132252
chr2	72114109	72114313
chr3	95882382	95882392
chr3	103206492	103206696
chr3	103886086	103886290
chr4	11146764	11146968
chr4	11147043	11147247
chr4	32387965	32388169
chr4	48074895	48075099
chr4	98282376	98282580
chr5	30154972	30155176
chr5	65929286	65929490
chr5	72752736	72752940
chr5	96911605	96911809
chr5	107960830	107960977
chr5	122372348	122372552
chr5	135008903	135009107
chr5	145204357	145204455
chr6	5297755	5297959
chr6	5298310	5298368
chr6	25809205	25809409
chr6	59412480	59412684
chr6	72962400	72962459
chr6	83054517	83054721
chr6	86438548	86438752
chr6	124741002	124741206
chr6	136450098	136450218
chr7	100495667	100495871
chr7	117486530	117486632
chr7	126285376	126285580
chr8	47714166	47714370
chr8	56550824	56551028
chr8	71462823	71463027
chr8	95080767	95080971
chr8	128391232	128391436
chr9	66882474	66882678
chr9	77917109	77917313
chr9	80318045	80318249
chr10	7212916	7212948
chr10	85411220	85411424
chr10	115251390	115251594
chr10	122815159	122815363
chr11	6184360	6184564
chr11	30198131	30198335
chr11	79523626	79523830
chr11	100574195	100574399
chr11	100574680	100574715
chr11	101442146	101442350
chr11	103132894	103133098
chr11	109860235	109860439
chr11	117242935	117243139
chr12	3322389	3322593
chr12	36136366	36136570
chr12	71015459	71015663
chr12	73699535	73699739
chr12	73888086	73888290
chr12	86947104	86947308
chr12	107011492	107011696
chr13	23531688	23531840
chr13	51814006	51814210
chr13	114845885	114846089
chr14	19985128	19985332
chr14	45041053	45041257
chr14	52279348	52279552
chr14	78914290	78914494
chr15	36346104	36346308
chr15	68258739	68258816
chr15	79927761	79927965
chr15	80896863	80897067
chr15	96297698	96297902
chr15	100723634	100723838
chr17	73952309	73952513
chr18	32954007	32954211
chr18	75322292	75322496
chr19	5688818	5689022
chrX	152233014	152233218
chr1	54896639	54896843
chr1	58422936	58423140
chr1	69692155	69692314
chr1	85732709	85732856
chr1	94035409	94035613
chr1	134099202	134099406
chr1	164815539	164815673
chr1	171388829	171389033
chr2	3512996	3513197
chr2	14073900	14074104
chr2	132253094	132253298
chr2	168207284	168207488
chr3	21952948	21953152
chr3	52618356	52618560
chr3	69205782	69205986
chr3	106721728	106721932
chr3	107080946	107081150
chr3	131139860	131140064
chr4	32588182	32588332
chr4	98040288	98040492
chr4	132659239	132659443
chr4	150556519	150556723
chr4	155624461	155624665
chr4	155831319	155831523
chr5	135025028	135025232
chr6	13678012	13678216
chr6	59313345	59313458
chr6	114921762	114921891
chr6	120082975	120083148
chr6	122527654	122527858
chr7	73584589	73584793
chr7	75686318	75686511
chr8	20424744	20424948
chr8	34163381	34163585
chr8	71465042	71465055
chr9	41081007	41081211
chr9	45083140	45083344
chr9	107334463	107334667
chr9	116175413	116175443
chr9	116175874	116176029
chr10	8213958	8214162
chr10	39613068	39613240
chr10	68154147	68154286
chr10	120895831	120896016
chr10	127121181	127121385
chr11	20112300	20112504
chr11	22814190	22814378
chr11	52000709	52000913
chr11	54807769	54807973
chr11	55120912	55121116
chr11	99105105	99105309
chr11	108910950	108911070
chr12	76403571	76403775
chr12	82350162	82350366
chr12	83632017	83632221
chr12	99647037	99647241
chr12	108646309	108646513
chr13	43269025	43269229
chr13	66932677	66932862
chr13	85289307	85289332
chr13	109844968	109845172
chr13	118387177	118387381
chr14	40930123	40930327
chr14	52863338	52863353
chr14	52863917	52863954
chr14	56296943	56297066
chr14	65071052	65071256
chr14	73123886	73124090
chr14	103099618	103099822
chr15	39112668	39112872
chr15	66476185	66476315
chr15	75116671	75116875
chr15	81730077	81730281
chr15	100615511	100615715
chr16	4077771	4077864
chr17	21463595	21463799
chr17	27323074	27323278
chr17	70963645	70963849
chr18	75424439	75424643
chr18	84091583	84091787
chr18	84874209	84874413
chrX	36980864	36981068
chrX	112370992	112371196
chr1	121567836	121568040
chr1	128767041	128767245
chr1	134093068	134093272
chr1	164413573	164413777
chr2	29827212	29827389
chr2	31116245	31116449
chr2	32152048	32152252
chr2	32542060	32542264
chr2	53191869	53192073
chr2	129197896	129198100
chr2	132613642	132613841
chr3	65958216	65958420
chr4	43456525	43456729
chr4	101260882	101261086
chr4	116994339	116994543
chr4	132638696	132638890
chr4	156004149	156004353
chr5	30907717	30907921
chr5	75066684	75066888
chr5	100518263	100518467
chr5	105648843	105649047
chr5	107725947	107726151
chr6	65647721	65647925
chr6	72993480	72993684
chr6	83159554	83159758
chr6	86472102	86472306
chr6	87838816	87838944
chr7	19131504	19131708
chr7	24530375	24530579
chr7	104314869	104315073
chr7	128744812	128744968
chr7	135542500	135542704
chr8	34108464	34108668
chr8	70777058	70777262
chr8	72279219	72279423
chr8	84127332	84127536
chr8	94413527	94413731
chr9	21592795	21592999
chr9	59486744	59486948
chr9	66560558	66560572
chr9	79793410	79793454
chr9	95511852	95512056
chr9	108649461	108649521
chr9	122188687	122188891
chr10	12860460	12860664
chr10	34297322	34297526
chr10	83360015	83360219
chr10	91181609	91181813
chr11	6626019	6626223
chr11	23770808	23771012
chr11	34783124	34783328
chr11	48799985	48800189
chr11	95384499	95384703
chr12	59219743	59219819
chr12	107184553	107184757
chr13	63223496	63223700
chr13	95964304	95964508
chr14	60129592	60129796
chr14	75445684	75445888
chr15	3995843	3996047
chr15	55864587	55864735
chr15	78564038	78564242
chr16	5445769	5445973
chr16	49854228	49854432
chr16	91056585	91056786
chr17	55892136	55892340
chr17	73804780	73804984
chr18	46741412	46741450
chr18	56455759	56455963
chr18	79064148	79064352
chr19	12541765	12541969
chr19	32409642	32409846
chr19	45058369	45058573
chrX	130549275	130549479
chr1	43880507	43880711
chr1	78488961	78489165
chr1	125466763	125466765
chr1	136672668	136672872
chr2	23068183	23068222
chr2	58906896	58907100
chr2	127916862	127917066
chr2	157279189	157279393
chr3	19163150	19163354
chr3	79177207	79177411
chr3	87529675	87529879
chr3	88454096	88454300
chr3	95042821	95042970
chr3	126650425	126650629
chr4	40948394	40948598
chr4	44072605	44072809
chr4	133130265	133130442
chr5	62815900	62816104
chr5	91962619	91962823
chr6	38789491	38789695
chr6	65144669	65144873
chr6	136930831	136931035
chr6	145306699	145306903
chr7	16309971	16310175
chr7	16364381	16364585
chr7	25619035	25619239
chr7	90344918	90345122
chr7	98563024	98563228
chr8	13594893	13595097
chr8	15519792	15519996
chr8	72360342	72360546
chr8	83742379	83742583
chr9	7763750	7763944
chr9	20607550	20607754
chr10	13999002	13999206
chr10	19598059	19598263
chr10	58446390	58446594
chr10	116582119	116582308
chr11	17211665	17211869
chr11	23257298	23257502
chr11	63975300	63975504
chr11	99238667	99238871
chr11	108216105	108216309
chr12	3463186	3463390
chr12	8521504	8521708
chr12	55488741	55488945
chr12	100895562	100895766
chr12	107362211	107362415
chr13	13564698	13564902
chr13	30747907	30748111
chr13	30973989	30974193
chr13	38037105	38037309
chr13	109230328	109230532
chr13	111936069	111936273
chr14	55724563	55724767
chr14	73389148	73389352
chr14	78306972	78307176
chr14	79393328	79393532
chr15	36938728	36938932
chr15	76757588	76757792
chr15	81858253	81858445
chr15	99251940	99252144
chr16	22466471	22466675
chr17	20945267	20945312
chr17	84893425	84893528
chr18	5593736	5593940
chr18	49755630	49755834
chr18	80469908	80470112
chr19	6980646	6980850
chr19	14351732	14351936
chr19	32292621	32292825
chr19	37375925	37376129
chr19	37559738	37559942
chr19	40612184	40612388
chrX	107326100	107326164
chr1	33883578	33883635
chr1	53791416	53791620
chr1	57406450	57406654
chr1	86394373	86394577
chr1	125468047	125468251
chr1	156986370	156986574
chr1	172632986	172633190
chr2	3710645	3710849
chr2	5950932	5951136
chr2	27540095	27540299
chr2	50296683	50296887
chr2	140051823	140052027
chr3	19628785	19628989
chr3	37981902	37982106
chr3	84065954	84066158
chr3	87906095	87906299
chr4	15986607	15986811
chr4	32405170	32405374
chr4	40833730	40833770
chr4	88868266	88868470
chr4	108071305	108071509
chr4	129794075	129794124
chr4	135206307	135206511
chr4	135406234	135406438
chr4	152448642	152448846
chr5	21786644	21786848
chr5	25499629	25499833
chr5	30887928	30888132
chr5	64149846	64150033
chr5	122235296	122235500
chr6	22330674	22330878
chr6	24527490	24527694
chr6	70844195	70844399
chr6	85451552	85451603
chr6	94760870	94761074
chr6	98992826	98993030
chr6	120466693	120466897
chr6	120488916	120489118
chr6	129036978	129037182
chr6	143172346	143172550
chr7	16053277	16053481
chr7	27591465	27591669
chr7	45526146	45526350
chr7	63816129	63816333
chr7	64011937	64012141
chr7	81213068	81213160
chr7	82236531	82236735
chr7	123322440	123322644
chr7	125444934	125444961
chr7	127287954	127288158
chr8	36182236	36182440
chr9	33036311	33036399
chr9	62353965	62354169
chr9	118678365	118678569
chr10	58370312	58370516
chr10	59879226	59879430
chr10	67586296	67586500
chr10	98684111	98684315
chr11	11741684	11741888
chr11	48817186	48817322
chr11	103262487	103262691
chr11	106387986	106388160
chr11	119075978	119076182
chr12	51845022	51845226
chr12	69501729	69501933
chr12	79172549	79172753
chr12	79296144	79296348
chr12	105013078	105013282
chr12	111160006	111160210
chr13	51101472	51101676
chr13	59769842	59770046
chr13	63249768	63249972
chr13	95712957	95713161
chr13	103920187	103920319
chr14	26637886	26638090
chr14	27412762	27412966
chr14	55722060	55722264
chr15	8168656	8168860
chr15	12204957	12204994
chr15	79895807	79896011
chr16	4674166	4674370
chr16	49938021	49938225
chr16	55526519	55526723
chr16	76680314	76680518
chr16	78546640	78546844
chr16	93816487	93816691
chr16	94526708	94526912
chr17	18458259	18458463
chr17	31840506	31840710
chr17	72939490	72939694
chr18	6516126	6516330
chr18	34954657	34954861
chr18	68059304	68059359
chr18	75353535	75353739
chr19	4191725	4191929
chr19	9982556	9982760
chr19	25052371	25052575
chr19	41848345	41848506
chrX	57253685	57253889
chr1	45795180	45795237
chr1	88654861	88655065
chr1	93305798	93306002
chr1	106606948	106607152
chr1	106688284	106688488
chr1	118311264	118311468
chr1	137898536	137898740
chr1	156035918	156036037
chr2	9749873	9749936
chr2	25534210	25534414
chr2	27187610	27187814
chr2	29124945	29125149
chr2	170154964	170155168
chr3	21911163	21911367
chr3	40894094	40894298
chr3	79153226	79153430
chr3	95135708	95135912
chr3	95722547	95722751
chr3	136611766	136611970
chr4	6924789	6924980
chr4	8913233	8913437
chr4	11493171	11493375
chr4	32560297	32560501
chr4	98436717	98436921
chr4	116015569	116015773
chr4	119127416	119127538
chr4	136100404	136100608
chr4	152120490	152120694
chr5	9086822	9087026
chr5	105139518	105139722
chr5	110595458	110595662
chr5	112287027	112287231
chr5	137745825	137746029
chr5	149184494	149184698
chr6	15747732	15747936
chr6	117906851	117906994
chr6	127473956	127474160
chr6	145120903	145121107
chr6	149193631	149193835
chr7	16841683	16841887
chr7	24316703	24316907
chr7	25076924	25077118
chr7	106551299	106551503
chr7	114161187	114161391
chr7	122132906	122133110
chr7	126702459	126702663
chr7	127027423	127027627
chr7	127296147	127296305
chr7	132795168	132795372
chr7	140882261	140882465
chr8	46845014	46845124
chr8	72160631	72160835
chr8	94838275	94838479
chr9	32518421	32518625
chr9	41073589	41073793
chr9	95316896	95317100
chr10	19104681	19104885
chr10	19991941	19992145
chr10	75565556	75565760
chr10	78298187	78298391
chr10	80141441	80141645
chr10	81499578	81499782
chr10	86778465	86778669
chr10	96181392	96181596
chr10	108118237	108118441
chr11	4497565	4497769
chr11	30954272	30954476
chr11	49203469	49203603
chr11	49203902	49204085
chr11	59809830	59810034
chr11	61267142	61267285
chr11	61653108	61653312
chr11	69990964	69991168
chr11	88620153	88620357
chr11	95356798	95357002
chr11	102230032	102230236
chr11	115452043	115452247
chr11	117299871	117300075
chr12	54293311	54293515
chr12	76765557	76765761
chr12	79381466	79381670
chr12	85686528	85686732
chr12	107160193	107160397
chr12	114990978	114991182
chr13	30786220	30786424
chr13	65278521	65278725
chr13	104610614	104610818
chr14	18665734	18665938
chr14	19969268	19969472
chr14	36864234	36864438
chr14	55643416	55643620
chr14	61778624	61778828
chr14	69774929	69775133
chr14	118834369	118834573
chr15	36303552	36303756
chr15	57694097	57694301
chr15	80255210	80255384
chr15	96710196	96710269
chr15	96709764	96709968
chr16	31948452	31948656
chr16	84735200	84735404
chr17	15706211	15706415
chr17	28256787	28256991
chr17	73814943	73815147
chr17	83397581	83397785
chr17	85090487	85090691
chr18	53903729	53903933
chr18	70522282	70522486
chr18	75478849	75479053
chr19	4185080	4185284
chr19	5366806	5367010
chr19	8997680	8997884
chr19	11395737	11395904
chr19	29367205	29367409
chr19	32756405	32756609
chr19	40679744	40679796
chr19	53530448	53530652
chr1	24678382	24678586
chr1	35580556	35580760
chr1	36766917	36767121
chr1	51514505	51514709
chr1	67038720	67038924
chr1	86228833	86229037
chr1	92119195	92119399
chr1	127796325	127796529
chr1	150465466	150465670
chr1	155159539	155159643
chr1	155973612	155973816
chr1	160786713	160786816
chr1	161070634	161070838
chr1	161309318	161309522
chr1	164966065	164966269
chr1	180330279	180330483
chr1	191062864	191063068
chr2	11288515	11288719
chr2	25255296	25255500
chr2	35495901	35496105
chr2	52742205	52742409
chr2	73463965	73464169
chr2	79121021	79121225
chr2	117438633	117438837
chr2	132021122	132021326
chr2	132607757	132607961
chr3	32708605	32708809
chr3	52396384	52396588
chr3	83791491	83791695
chr3	84715169	84715373
chr3	95111023	95111094
chr3	96197469	96197673
chr3	105687408	105687612
chr3	105892474	105892678
chr4	48012356	48012560
chr4	129558359	129558563
chr4	132843091	132843295
chr4	134750427	134750600
chr4	136089128	136089332
chr4	156109774	156109934
chr5	31526856	31527060
chr5	33936382	33936538
chr5	37044875	37045079
chr5	53490952	53491156
chr5	64959678	64959710
chr5	65897892	65898096
chr5	72204490	72204694
chr5	107265076	107265280
chr5	111178650	111178854
chr5	115156427	115156469
chr5	123060030	123060234
chr5	124552746	124552950
chr5	136116523	136116727
chr5	150665616	150665820
chr5	151368540	151368744
chr6	8648615	8648819
chr6	35177342	35177546
chr6	83096031	83096235
chr6	86570776	86570980
chr6	86669369	86669573
chr6	108503790	108503994
chr6	125265266	125265470
chr6	146221477	146221681
chr7	24081905	24082109
chr7	38018539	38018743
chr7	107707846	107708050
chr7	140321149	140321353
chr7	143008647	143008851
chr8	35628389	35628593
chr8	69625271	69625475
chr8	119838473	119838677
chr8	122937641	122937845
chr8	124317931	124318135
chr9	25196788	25196992
chr9	65217145	65217349
chr9	102626541	102626745
chr9	121455100	121455304
chr10	17796166	17796320
chr10	26520990	26521194
chr10	42838869	42838904
chr10	80159623	80159827
chr10	93041531	93041735
chr11	32011870	32012053
chr11	76734675	76734879
chr11	80508506	80508710
chr11	87443412	87443448
chr11	99115996	99116200
chr11	102880876	102881080
chr11	107102604	107102808
chr11	117334197	117334401
chr12	28635902	28636106
chr12	86810887	86811091
chr13	23621683	23621821
chr13	30760283	30760487
chr13	93593452	93593656
chr13	104606874	104607078
chr14	76781584	76781788
chr14	103349585	103349789
chr15	61546634	61546838
chr15	76351211	76351415
chr15	86194788	86194992
chr16	11909018	11909222
chr16	15637543	15637747
chr16	19982970	19983174
chr16	24165707	24165911
chr16	49818611	49818815
chr17	3114881	3114954
chr17	4778318	4778522
chr17	55878636	55878771
chr17	57247832	57248036
chr17	71002182	71002386
chr17	73263167	73263371
chr17	84855398	84855602
chr19	29210205	29210409
chrX	107255970	107255999
chrX	159697041	159697129
chrX	167146622	167146826
chr1	58721032	58721236
chr1	69291421	69291625
chr1	75192113	75192317
chr1	87213815	87214019
chr1	87607765	87607969
chr1	153320170	153320374
chr1	162570517	162570721
chr1	171247143	171247347
chr2	22796625	22796829
chr2	31131188	31131392
chr2	114654888	114654913
chr2	120027342	120027546
chr2	126597468	126597672
chr2	153263184	153263388
chr2	163419700	163419703
chr3	19319201	19319405
chr3	75556367	75556571
chr3	95588745	95588949
chr3	97932240	97932444
chr3	103850747	103850951
chr3	121494131	121494335
chr3	137980327	137980531
chr4	8720891	8721095
chr4	32615100	32615304
chr4	43492768	43492972
chr4	46535324	46535528
chr4	59682666	59682870
chr4	62806795	62806999
chr4	116807518	116807608
chr4	127077214	127077418
chr4	134395960	134396164
chr4	140945002	140945140
chr5	30666727	30666931
chr5	34188027	34188231
chr5	65850973	65851177
chr5	96209968	96210172
chr5	108065522	108065726
chr5	124954800	124954943
chr5	129895644	129895848
chr5	140830589	140830793
chr6	38533505	38533709
chr6	49319150	49319354
chr6	71980426	71980630
chr6	119902588	119902792
chr6	129304287	129304491
chr7	19227906	19228110
chr7	30394517	30394721
chr7	43313106	43313310
chr7	80973768	80973972
chr7	101302045	101302249
chr7	105811097	105811147
chr8	91070439	91070643
chr8	91070149	91070152
chr8	121585485	121585689
chr9	58271235	58271439
chr9	66592910	66593114
chr9	78176948	78177152
chr9	114640142	114640346
chr9	115471679	115471883
chr9	116114321	116114525
chr10	10184456	10184660
chr10	41887213	41887417
chr10	68039990	68040103
chr10	84577309	84577513
chr10	85185194	85185398
chr10	86706178	86706237
chr10	96215022	96215226
chr10	96599676	96599880
chr10	120882382	120882586
chr11	11766185	11766389
chr11	46076141	46076345
chr11	51635787	51635914
chr11	54764025	54764229
chr11	76407036	76407074
chr11	79530415	79530619
chr11	87462324	87462528
chr11	101627450	101627579
chr12	16591535	16591739
chr12	100903676	100903880
chr12	107645556	107645760
chr12	112449230	112449434
chr12	118377155	118377184
chr12	118376707	118376911
chr13	5408332	5408513
chr13	12460700	12460743
chr13	35189131	35189335
chr13	37537780	37537984
chr13	43789015	43789219
chr13	46339988	46340192
chr13	51776471	51776675
chr13	69534850	69535054
chr13	117242279	117242367
chr14	21523343	21523547
chr14	51892510	51892659
chr14	54426774	54426978
chr14	64949853	64950057
chr14	70159730	70159934
chr14	79293546	79293750
chr15	10485818	10486022
chr15	27783732	27783936
chr15	50361828	50362032
chr15	76312383	76312587
chr15	78614584	78614788
chr15	89309926	89310130
chr15	97343011	97343215
chr15	98567779	98567983
chr16	8829701	8829905
chr16	23328225	23328429
chr16	29579244	29579448
chr16	95189289	95189493
chr16	95263011	95263215
chr17	16951357	16951561
chr17	55958951	55959155
chr17	57060411	57060615
chr17	73107230	73107434
chr17	74489526	74489585
chr17	80112646	80112850
chr17	83707846	83708050
chr18	68048918	68049122
chr18	81400275	81400479
chr18	81429956	81430160
chr19	28011173	28011187
chr19	28011560	28011764
chr19	34510810	34511014
chr19	34588271	34588475
chr19	44562910	44563114
chr19	47910227	47910431
chrX	12762107	12762311
chr1	37430059	37430263
chr1	52019664	52019868
chr1	82807351	82807555
chr1	86344397	86344601
chr1	136579475	136579679
chr1	160024447	160024651
chr1	172082593	172082797
chr1	172376198	172376402
chr1	192770434	192770638
chr2	25332534	25332738
chr2	29672703	29672907
chr2	68466070	68466274
chr2	79050655	79050859
chr2	102886700	102886904
chr2	103652109	103652313
chr2	112265663	112265759
chr2	112714807	112715011
chr2	122652426	122652630
chr2	143062894	143063098
chr2	151494077	151494281
chr2	160742228	160742432
chr2	163229169	163229373
chr2	164911585	164911789
chr3	21917598	21917802
chr3	52670833	52671037
chr3	60785584	60785788
chr3	90433427	90433631
chr3	95819690	95819894
chr3	98027350	98027554
chr3	136688040	136688244
chr4	21727601	21727805
chr4	46389083	46389287
chr4	59167614	59167818
chr4	86748192	86748396
chr4	116053439	116053643
chr4	126211939	126212143
chr4	126321585	126321789
chr4	133756795	133756999
chr4	137388329	137388440
chr4	149880125	149880284
chr5	3596058	3596262
chr5	65921605	65921809
chr5	97983448	97983652
chr5	113825614	113825818
chr5	116024418	116024622
chr5	121564541	121564745
chr5	137787342	137787546
chr5	149246120	149246324
chr6	8735248	8735452
chr6	54760120	54760324
chr6	54766483	54766583
chr6	83325890	83326094
chr6	83776064	83776268
chr6	83775699	83775706
chr6	92214836	92215040
chr6	117916846	117917050
chr6	125222210	125222414
chr6	145210821	145211001
chr7	19093766	19093970
chr7	45733535	45733739
chr7	58677601	58677805
chr7	80404155	80404359
chr7	83660495	83660699
chr7	109986382	109986586
chr7	122940400	122940604
chr7	127477782	127477986
chr8	105623151	105623355
chr8	109608628	109608832
chr9	20888039	20888243
chr9	21436362	21436566
chr9	22467403	22467607
chr9	35211065	35211265
chr9	48495241	48495259
chr9	59656249	59656453
chr9	63759193	63759397
chr9	64789458	64789649
chr9	90114127	90114276
chr9	94620810	94621014
chr9	108035710	108035912
chr9	109832560	109832764
chr9	110305215	110305341
chr9	110907575	110907779
chr10	21224205	21224409
chr10	57753488	57753692
chr10	62651213	62651417
chr10	67069024	67069228
chr10	80039705	80039909
chr10	96822681	96822885
chr11	3963687	3963891
chr11	6568089	6568293
chr11	11836602	11836806
chr11	32542709	32542913
chr11	34064146	34064350
chr11	50377369	50377518
chr11	62602721	62602925
chr11	69995508	69995712
chr11	83271458	83271662
chr11	86993325	86993529
chr11	88047517	88047712
chr11	106272968	106273172
chr11	115407116	115407320
chr11	118290261	118290465
chr11	120353722	120353926
chr12	21373410	21373614
chr12	21417695	21417828
chr12	70136565	70136575
chr12	83502348	83502552
chr12	102456903	102457107
chr12	106016303	106016507
chr13	9760298	9760502
chr13	23562585	23562738
chr13	45872260	45872345
